SEDE_CODICE,Vi_sono_parcheggi_per_disabili,SEDE_ACCESSIBILE_AI_DISABILI,MUSEO_CODICE,MUSEO_DENOMINAZIONE,MUSEO_TIPOLOGIA,SEDE_DENOMINAZIONE,SEDE_COMUNE,SEDE_PROVINCIA,SEDE_FRAZIONE,SEDE_CAP,SEDE_INDIRIZZO,SEDE_TELEFONO,SEDE_FAX,SEDE_MAIL,SEDE_SITO,SEDE_APERTURA_STATO,SEDE_CHIUSURA_MOTIVO,SEDE_APERTURA_NOTE,SEDE_DESCR_ORARIO_APERTURA,SEDE_ORARI_APERTURA_NOTA,MUSEO_INGRESSO,MUSEO_GIORNO_INGRESSO_GRATUITO,vi_sono_parcheggi_in_zona,ck_biblioteca,ck_aula_attivita_didattiche_ed,ck_sale_studio,ck_archivio,ck_fototeca,ck_sala_conferenze,ck_sala_proiezioni_audio_video,ST_NOTE_3_2_2,ck_biglietteria,ck_guardaroba,ck_area_per_accoglienza,ck_book_shop,ck_caffetteria_ristorante,ck_area_x_prima_infanzia,ST_NOTE_3_2_3,ck_laboratorio_fotografico,ck_laboratorio_di_restauro,ck_laboratorio_preparazione,ck_laboratorio_per_analisi,ST_NOTE_3_2_4,presenza_servizi_igienici,ck_pannelli_sk_mobili,ck_guide_brevi_in_italiano,ck_guide_brevi_in_piu_lingue,ck_catalogo_del_museo,ck_servizio_di_audioguide,ck_proiezione_audiovisivi,ck_sussidi_inform_multimediali,ck_servizio_di_visite_guidate,ck_servizi_speciali_disabili,RA_NOTE_7_9_3,RICONOSCIMENTO_STATO
2580,SI,TOTALMENTE,24,PINACOTECA DELL'ACCADEMIA CARRARA,ARTE,ACCADEMIA  CARRARA,BERGAMO,BERGAMO,,24121,piazza  Giacomo Carrara 82,035/270413,035/224510,mrodeschini@comune.bg.it,www.accademiacarrara.bergamo.it,APERTA,,,"IL Palazzo della Ragione, sede temporanea della Accademia Carrara,  è aperto tutti i giorni da ottobre a maggio dalle ore  ore 9.30 alle ore 17.30, sabato e festivi 10.00/18.00; Orario estivo da giugno a settembre da martedì a venerdì e domenica/festivi dalle 10.00 alle 21.00,sabato dalle 10.00 alle 23.00. Giorno di chiusura il Lunedì e festività riconosciute (Capodanno, Pasqua, Natale).",,A PAGAMENTO,,SI,SI,SI,,SI,SI,SI,,,SI,,SI,SI,,SI,"Le risposte si riferiscono allo spazio della Sala delle Capriate di Palazzo della Ragione, sede espositiva temporanea a rotazione del patrimonio dell'Accademia Carrara.",,,,,,SI,SI,SI,SI,SI,,SI,,SI,,,RICONOSCIUTO
2102,SI,TOTALMENTE,2042,MUSEO ETNOGRAFICO,ETNOGRAFIA E ANTROPOLOGIA,MUSEO ETNOGRAFICO,SCHILPARIO,BERGAMO,,24020,Via dei Goi,034655393,034655275,info@comune.schilpario.bg.it,www.cmscalve.bg.it,APERTA,,,"Lunedì: chiuso
Gli altri giorni della serrimana: 9/12 - 15/18",,A PAGAMENTO,,SI,,SI,,SI,,,,Lo spazio sopra evidenziato si trova al piano 2° dello stabile adibito a Museo dove trova la propria sede la Biblioteca Comunale. Altri spazi tipo sala conferenze o sale per proiezioni sono disponibili in altre strutture di proprietà comunale.,,,,,,,,,,,,,SI,SI,SI,,SI,,SI,,SI,SI,,RICONOSCIUTO
1262,SI,PARZIALMENTE,1081,MUSEO CIVICO DI CREMA E DEL CREMASCO,TERRITORIALE,MUSEO CIVICO DI CREMA E DEL CREMASCO,CREMA,CREMONA,,26013,"Via Dante, 49",0373 257161,0373 86849,museo@comune.crema.cr.it,www.comunecrema.cr.it,APERTA,,,"Da martedì a venerdì: 9.00-13.00; 14.30-18.30.
Sabato e festivi: 10.00-12.00; 15.30-18.30.
Lunedì chiuso.","Apertura regolare mattina e pomeriggio tutti i giorni tranne il lunedì, giorno in cui si tengono comunque le attività per le scuole.
Negli ultimi due anni, in estate, dalla metà di luglio sino alla prima metà del mese di agosto, si é osservato un orario di apertura continuato da lunedì a sabato per un totale di almeno 30 ore distribuite su sei giorni.",GRATUITO,,SI,SI,SI,SI,SI,SI,SI,SI,"La ristrutturazione dell'ala occidentale del Museo prevede la realizzazione, nel 2010, di una nuova aula didattica, un bookshop e una cafeteria interni al Museo.",,,,,,,"Sala accoglienza, guardaroba, bookshop, e caffetteria saranno realizzati nel 2010, successivamente al completamento (2009) della ristrutturazione dell'ala occidentale del Museo.",,,,,"Dal 2007 il Museo ha attivato convenzioni con laboratori di restauro esterni alla propria struttura, certificati dalla Soprintendenza per i Beni Artistici, e con un laboratorio fotografico per la documentazione iconografica delle collezioni di arte e grafica. Nel 2008 il Museo ha fatto eseguire analisi radiometriche e dendrocronologiche su campioni della propria collezione di monossili ad un laboratorio esterno, in accordo con la Soprintendenza Archeologica della Lombardia.",SI,SI,SI,SI,,SI,SI,SI,SI,SI,"Attualmente il Museo non offre ancora un programma di sussidi alla visita uniforme e coerente per tutte le sezioni. Si prevede comunque la realizzazione di nuovi sussidi, omogenei dal punto di vista grafico e tipologico, nell'ambito del riallestimento dei nuovi spazi espositivi (sezione della piroghe, sezione di archeologia e sezione di storia)",RICONOSCIUTO
162,SI,TOTALMENTE,41,MUSEO DELLA VALLE,COMPOSITO,MUSEO DELLA VALLE,ZOGNO,BERGAMO,,24019,Via Mazzini. 3,0345 91473,0345 50866,museodellavallezogno@virgilio.it,museodellavalle.com/intro.htm,APERTA,,,Martedì - Domenica 9-12/14-17,,A PAGAMENTO,,SI,SI,,,SI,SI,SI,SI,"Altro: quadriportico nel giardino all'interno del quale si ricavano spazi per conferenze, concerti, premiazioni.",SI,,SI,SI,,SI,"Per l'intrattenimento del pubblico il museo si avvale di:
- ingresso
- sala delle conferenze
- quadriporto nel giaridno",,,,,In allestimento prossimo un laboratorio di ricerca e restauro.,SI,,SI,,SI,,,,SI,,,RICONOSCIUTO
2105,SI,NON ACCESSIBILE,2063,MUSEO DELLA BASILICA,ARTE,PALAZZO DEL VICARIO,GANDINO,BERGAMO,,24024,"Piazza Emancipazione, 13",035 745425,035 745425,museobasilica@gandino.it,www.gandino.it/museobasilica,APERTA,,,"Sabato 
14.00 - 19.00 (ultimo ingresso ore 18.00)
Domenica e Festivi
14.00 - 19.00 (ultimo ingresso ore 18.00)","Il museo è diviso in 3 sezioni: arte sacra (in questo edificio), presepi e tessile (in altro edificio attiguo). Da Mar a Ott è possibile accedere alla sezione di arte sacra e, su richiesta alle altre 2 sezioni. Da Nov. a Feb. viceversa. In questo modo è possibile organizzare il personale in funzione del flusso di visitatori. Presentandosi nella biglietteria aperta è possibile visitare anche le sezioni con biglietteria chiusa.",A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,"Alcune di questi servizi sono erogati in uni stabile attiguo ala museo: Centro Pastorale in Via Bettera, 14.",SI,,SI,SI,,,,,,,,,SI,SI,SI,,SI,,,SI,SI,,,RICONOSCIUTO
2587,SI,TOTALMENTE,282,MUSEI CIVICI ENRICO BUTTI,ARTE,MUSEO DEI PICASASS,VIGGIU',VARESE,,21059,Via Roma 49,0332/486510,0332/488861,museobutti@comune.viggiu.va.it,,APERTA,,,"Apertura su richiesta telefonica al Museo Butti tel. 0332486510
da marzo 2010:
domenica 16-19 da aprile a settembre,
sabato 14.30-17.30 da ottobre a marzo",,GRATUITO,,SI,,,,,,SI,,Sala conferenze nell'attigua Villa Borromeo,,,,,,,Vedi scheda Museo Enrico Butti,,,,,Vedi scheda Museo Enrico Butti,SI,SI,,,,,,,SI,,,RICONOSCIUTO
1742,SI,TOTALMENTE,1641,MUSEO CIVICO ARCHEOLOGICO,ARCHEOLOGIA,MUSEO ARCHEOLOGICO,OSTIGLIA,MANTOVA,,46035,"Palazzo Foglia - Piazza Cornelio Nepote, 2",0386 302562,0386 395942,museo.archeologico@comune.ostiglia.mn.it,www.comune.ostiglia.mn.it,APERTA,,,"Martedì 10,00 - 12,00
Gioved' 10.00 - 12.00
Sabato 10.00 - 12.00/17.00 - 19.00
Domenica 10.00 - 12.00
apertura su prenotazione per gruppi scolastici o comitive.",,A PAGAMENTO,,SI,,SI,SI,,,SI,SI,,SI,SI,SI,SI,,,,,,,,,SI,SI,SI,,,,,,SI,,,RICONOSCIUTO
2586,NO,TOTALMENTE,2515,MUSEO DIOTTI,ARTE,MUSEO DIOTTI,CASALMAGGIORE,CREMONA,,26041,Via Formis 17,0375 200416,0375 200416,info@museodiotti.it,www.museodiotti.it,APERTA,,,"lunedì chiuso
martedì 9-16
mercoledì 9-12.30
giovedì 9-12.30 e 14-16
venerdì 9-12.30
sabato, domenica e festivi 15-19
(apertura serale il mercoledì dal 1° giugno al 15 settembre al posto delle aperture pomeridiane del martedì e giovedì)",,A PAGAMENTO,,SI,SI,SI,,SI,,SI,SI,"Sia l'aula didattica che il centro di documentazione possono essere considerati spazi polivalenti, utilizzabili per studio, conferenze, proiezioni.",SI,SI,SI,SI,,,,SI,,,,,SI,SI,SI,SI,,SI,SI,,SI,,,RICONOSCIUTO
642,SI,PARZIALMENTE,501,MUSEO DEL  VITTORIALE,CASA-MUSEO,IL VITTORIALE DEGLI ITALIANI,GARDONE RIVIERA,BRESCIA,,25083,"Via Vittoriale, 12",0365 296511,0365 296512,vittoriale@vittoriale.it,www.vittoriale.it,APERTA,,,"Da ottobre al 31 marzo
Vittoriale (parco + giardino)=da lunedì a domenica 9.00/17.00
Priora = da martedì a domenica 9.00-13.00/14.00-17.00
Museo D'Annunzio Eroe = da giovedì a martedì 9.00-13.00/14.00-17.00
Da aprile al 30 settembre
Vittoriale (parco + giardino)=da lunedì a domenica 8.30/20.00
Prioria = da martedì a domenica 9.30/19.00
Museo D'Annunzio Eroe = da giovedì a martedì 9.30/19.00",Apertura tutto l'anno,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,,SI,SI,,,,,,,,SI,SI,SI,SI,,SI,SI,,SI,,,RICONOSCIUTO
2082,SI,TOTALMENTE,2001,MUSEO DEL FALEGNAME TINO SANA,ETNOGRAFIA E ANTROPOLOGIA,MUSEO DEL FALEGNAME TINO SANA ONLUS,ALMENNO SAN BARTOLOMEO,BERGAMO,,24030,"Via Papa Giovanni XXIII, 59",035 554411,035 554407,museo@tinosana.com,www.tinosana.com/museo,APERTA,,,"Dal lunedì al venerdì dalle 9,00 alle 12,00
sabato dalle 15,00 alle 18,00
domenica dalle 9,30 alle 12,00 e dalle 15,00 alle 18,00
Disponibilità di visita anche in altri orari previa prenotazione.",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,,SI,SI,SI,,,,SI,SI,,,SI,SI,SI,SI,,,,,SI,SI,,RICONOSCIUTO
2564,SI,TOTALMENTE,2504,MUSEO CIVICO D'ARTE E DEL TERRITORIO 'GIANNI BELLINI',ARTE,MUSEO CIVICO D'ARTE E DEL TERRITORIO 'GIANNI BELLINI',SARNICO,BERGAMO,,24067,"via S.Paolo, 8",035912165,035912165,museo.sarnico.@libero.it,,APERTA,,,"sabato 9.30/12.30 15.00/19.00
domenica 10.00/12.00 15.00/19.00

estate:
venerdì: 20.30/22.30
sabato 9.30/12.30 16.00/19.00 20.30/22.30
domenica 10.00/12.00 16.00/20.00",,A PAGAMENTO,DURANTE L'ESTATE E IN OCCASIONE DI MOSTRE TEMPORANEE,SI,SI,,,,,SI,SI,"Si usa la Bibioteca Comunale annessa e comunicante, con una sezione specializzata in materie storico-artistiche",SI,SI,,,,,,,,,,,SI,SI,SI,SI,,,,,SI,,,RICONOSCIUTO
2083,SI,TOTALMENTE,2021,GALLERIA TADINI,COMPOSITO,GALLERIA TADINI,LOVERE,BERGAMO,,24065,Via Tadini 40,035 962780,035 4345158,direzione@academiatadini.it,www.accademiatadini.it,APERTA,,Il percorso di visita comprende gran parte dell'edificio.,"Orario estivo
1 maggio-30 settembre
Feriali:  15.00-19.00
Festivo:  10.00-12.00/15.00-19.00
Lunedì chiuso
Gli orari riflettono la stagionalità della domanda turistica sul territorio. 
Orario invernale
1-30 aprile; 1-31 ottobre
sabato 15.00-19.00
domenica:  10.00-12.00/15.00-19.00
Lunedì chiuso
Apertura settimanale su richiesta per scuole e gruppi organizzati anche nel periodo di chiusura.","E' stata sperimentata l'apertura serale gratuita, in occasione di particolari eventi programmati, durante la stagione estiva.
E' stata sperimentata ma con scarso successo l'apertura nel periodo invernale.",A PAGAMENTO,IN OCCASIONE DI VISITE SPECIALI,SI,SI,SI,SI,SI,SI,SI,SI,"Il museo dispone di una biblioteca corrente con testi relativi alle collezioni; i fondi antichi della Biblioteca del conte Tadini, dopo il restauro, potranno essere consultati su appuntamento. 
Nel corrente anno sono state inaugurate aule specificamente destinata ai laboratori nell'ambito dell'attività didattica.",SI,,SI,SI,,,,,,,,,SI,SI,SI,SI,,,,,SI,,Il risultato da perseguire è la creazione di schede mobili con informazioni diversificate per diversi livelli di lettura.,RICONOSCIUTO
2566,SI,TOTALMENTE,2508,MUSEO DELLA CULTURA RURALE PREALPINA,ETNOGRAFIA E ANTROPOLOGIA,MUSEO DELLA CULTURA RURALE PREALPINA,BRINZIO,VARESE,,21030,Via Trieste 24,0332 435714,0332 435351,info@comune.brinzio.va.it,www.museo.brinzio.va.it,APERTA,,,"Il Museo è attualmente aperto con i seguenti orari:
mercoledì: 15.00 - 18.00
sabato:    14.00 - 18.00
domenica:  14.00 - 18.00","Oltre all'apertura fissa, il Museo apre anche su prenotazione per le visite di gruppi e/o scolaresche; la frequenza media di tale ""apertura straordinaria"" è di 2 giorni la settimana. Per un totale di 5 giorni di apertura al pubblico.",A PAGAMENTO,,SI,SI,SI,,,,SI,SI,,SI,,SI,SI,,,,,,,,,SI,SI,,,,,,,SI,,,RICONOSCIUTO
2562,SI,PARZIALMENTE,444,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",ETNOGRAFIA E ANTROPOLOGIA,FUCINA LABORATORIO,BIENNO,BRESCIA,,25040,Via Artigiani,0364306008,0364406610,info@comune.bienno.bs.it,www.comune.bienno.bs.it,APERTA,,,Da martedì a domenica dalle 09.00 alle 12.00 e dalle 14.00 alle 17.00 anche su richiesta.,,A PAGAMENTO,SOLO IN OCCASIONE DI EVENTI PARTICOLARI,SI,SI,SI,,,,SI,SI,,,,,,,,,,,SI,,Laboratori di forgiatura.,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
2563,SI,TOTALMENTE,2503,MUSEO DELLE ARMI E DELLA TRADIZIONE ARMIERA,SPECIALIZZATO,MUSEO DELLE ARMI E DELLA TRADIZIONE ARMIERA,GARDONE VAL TROMPIA,BRESCIA,,25063,Via XX settembre 31,030.832187,030.832706,cattoni@comune.gardonevaltrompia.bs.it,www.comune.gardonevaltrompia.bs.it,APERTA,,,"Lunedì chiuso
martedì 14.30-18.30
mercoledì  14.30-18.30
giovedì 9.00-12.00 14.30-18.30
venerdì 9.00-12.00  14.30-18.30
sabato 9.00 - 12.00
domenica 14.30 - 18.30","Sempre su appuntamento per utenza specializzata, su prenotazione per gruppi o classi.",A PAGAMENTO,GRATUITO PER I RESIDENTI DEI COMUNI ADERENTI AL SISTEMA MUSEALE,SI,SI,SI,SI,SI,,SI,SI,Alcuni servizi sono in comune con la biblioteca comunale e l'archivio storico della caccia (ubicati nel medesimo edificio),SI,SI,SI,SI,,SI,L'area per la prima infanzia è quella della biblioteca,,SI,,SI,,SI,SI,SI,,,,SI,,SI,,"E' presente un depliant con una descrizione sintetica del museo e dei suoi servizi.
Una descrizione maggiormente approfondita verrà pubblicata nella terza edizione del libro ""La via del ferro e delle miniere in Val Trompia"" edito dalla Comunità Montana di Valle Trompia prevista per l'autunno 2009",RICONOSCIUTO
2572,SI,PARZIALMENTE,444,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",ETNOGRAFIA E ANTROPOLOGIA,FUCINA ESPOSITIVA,BIENNO,BRESCIA,,25040,Via Resoleto,0364306008,0364406610,info@comune.bienno.bs.it,www.comune.bienno.bs.it,APERTA,,,La fucina è aperta con orario più esteso durante mostre temporanee.,,A PAGAMENTO,SOLO IN OCCASIONE DI EVENTI PARTICOLARI,SI,SI,,,,,,,,,,SI,,,,,,,,,,NO,SI,SI,,,,,SI,SI,,,RICONOSCIUTO
2573,SI,PARZIALMENTE,2354,MUSEO CIVICO,ARTE,MUSEO D'ARTE CONTEMPORANEA DI LUZZANA - DONAZIONE MELI,LUZZANA,BERGAMO,,24069,Castello Giovanelli,3480460532,,info@museoluzzana.it,www.museoluzzana.it,APERTA,,,"mercoledì 14-18,30
sabato 9-12,30
domenica 15-18",Con prenotazione sia telefonica che informatica,A PAGAMENTO,,SI,SI,SI,,SI,SI,SI,SI,,SI,,SI,SI,SI,,caffetteria e ristorante sono addiacenti al museo e sono gestiti da privati in convenzione con il museo.,,,,,,SI,SI,SI,SI,SI,,,,SI,SI,,RICONOSCIUTO
662,SI,PARZIALMENTE,502,MUSEO ARCHEOLOGICO DELLA VALLE SABBIA,ARCHEOLOGIA,MUSEO ARCHEOLOGICO DELLA VALLE SABBIA,GAVARDO,BRESCIA,,25085,"Piazzetta San Bernardino, 2",0365 371474,0365 376254,gavardo@istituzionemuseale.191.it,www.museivallesabbia.it,APERTA,,,"lunedì e mercoledì dalle ore 9.00 alle ore 13.00
martedì e giovedì dalle 8.00 alle 13.00
venerdì dalle 9.00 alle 13.00 e dalle 20.30 alle 23.30.
Il sabato e la domenica il museo è aperto su richiesta o secondo calendari definiti.","Il sabato e la domenica il museo è aperto su richiesta, oppure secondo calendari di iniziative.",A PAGAMENTO,VENERDÌ SERA,SI,SI,SI,,SI,,SI,SI,"Nella biblioteca si possono consultare i materiali d'archivio e la fototeca, ma non esistono spazi appositi.",SI,,,,,,,,,,SI,"Su finanziamento europeo è stato acquistato un stereoscopio trioculare a luce riflessa con innesto per macchina digitale per avviare uno studio sulle tracce di usura dei supporti litici di epoca preistorica, in collaborazione con l'università di Roma.",SI,SI,SI,,,,SI,,SI,,,RICONOSCIUTO
663,SI,PARZIALMENTE,521,MUSEO CASA DEL PODESTA',CASA-MUSEO,CASA DEL PODESTÀ,LONATO,BRESCIA,,25017,"Via Rocca, 2",030 913060,030 9130060,info@fondazioneugodacomo.it,www.fondazioneugodacomo.it,APERTA,,Il Museo è aperto al pubblico dal 1993. Dall'apertura di alcune sale si è passati oggi alla completa visitabilità degli ambienti.,"Dal LUNEDI' alla DOMENICA e festivi
dalle 10.00 alle 12.00 e dalle 14,30 alle 18,30

In orari particolari è previsto l'accesso attraverso appuntamento.",,A PAGAMENTO,PARTICOLARI OCCASIONI.,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,SI,SI,SI,,"I gruppi numerosi possono essere accolti nei giardini privati, nella ""Sala di Lettura"" non facente parte dell'edificio museale ma attigua e pertinenza del complesso museale. E' stata realizzata la caffetteria-ristorante presso la foresteria dell'edificio che ospita la casa-museo.",,,,,,SI,,SI,SI,,,,,SI,,"La visita guidata è obbligatoria, in gruppi da 7/8 persone, considerata la particolare disposizione degli arredi e degli oggetti e gli spazi ristretti degli ambienti entro i quali ci si muove. Ogni guida volontaria partecipa ad un corso di aggiornamento mensile tenuto dal conservatore della Casa-museo e dalla Bibliotecaria. Esistono pubblicazioni disponibili dedicate ad alcune specifiche raccolte (miniature, incunaboli, cofanetti, ecc.).",RICONOSCIUTO
182,SI,PARZIALMENTE,28,MUSEO D'ARTE SACRA S. MARTINO,ARTE,MUSEO D'ARTE SACRA SAN MARTINO,ALZANO LOMBARDO,BERGAMO,,24022,"Piazza Italia, 8",035 516579,035 511123,info@museosanmartino.org,http://www.museosanmartino.org,APERTA,,,"1. Domeniche e festivi:
   dalle ore 15.00 alle ore 18.00
2. Mercoledì 
   dalle ore 15.00 alle ore 19.00
3. Sabato
   dalle ore 15.00 alle ore 18.00
4. Tutti i giorni
   su richiesta al mattino, pomeriggio e sera",Vedasi lettera di accompagnamento del Direttore della Rete dei Musei Ecclesiastici,A PAGAMENTO,,SI,SI,SI,SI,SI,,SI,SI,,SI,,SI,SI,SI,,,,,,,nessuno,SI,SI,SI,SI,SI,,SI,,SI,,"Le visite al nostro Museo sono sempre guidate.
Effettuiamo anche visite ai disabili.",RICONOSCIUTO
2568,SI,TOTALMENTE,444,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",ETNOGRAFIA E ANTROPOLOGIA,FUCINA LUDOTECA,BIENNO,BRESCIA,,25040,VIA ARTIGIANI,0364306008,0364406610,info@comune.bienno.bs.it,www.comune.bienno.bs.it,APERTA,,,"Da martedì a domenica dalle ore 9,00 alle ore 12,00 e dalle 14,00 alle 17,00 anche su richiesta.",,A PAGAMENTO,SOLO IN OCCASIONE DI EVENTI PARTICOLARI,SI,SI,SI,SI,SI,,,,,,,SI,,,SI,,,,SI,,Laboratori specifici per la tipologia del museo.,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
2570,SI,PARZIALMENTE,444,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",ETNOGRAFIA E ANTROPOLOGIA,MULINO MUSEO,BIENNO,BRESCIA,,25040,Via Glere,0364306008,0364406610,info@comune.bienno.bs.it,www.comune.bienno.bs.it,APERTA,,,"Dal martedì a domenica dalle ore 9,30 alle ore 11,30 e dalle 14.30 alle 16.30 anche su richiesta.",,A PAGAMENTO,SOLO IN OCCASIONE DI EVENTI PARTICOLARI,SI,SI,SI,SI,SI,,,,,,,SI,SI,,,,,,,,Laboratori specifici per la tipologia del museo,NO,SI,SI,,,,,SI,SI,,,RICONOSCIUTO
2675,SI,TOTALMENTE,2561,CASA MUSEO PIETRO MALOSSI,CASA-MUSEO,CASA MUSEO PIETRO MALOSSI,OME,BRESCIA,,25050,Via Maglio 51,0306527289,,fondazionemalossi@libero.it,http://www.cm.valletrompia.it/musei,APERTA,,"Il museo è stato aperto il 16 maggio 2009 e l'orario di apertura è il seguente:
mercoledì, giovedì e venerdì dalle 14.00 alle 17.00. Sabato e domenica dalle 10 alle 12 e dalle 14.00 alle 17.00. Fino al 16 agosto il museo è aperto sino alle 20.00 per la fruizione della mostra ""Giuseppe Bergomi, opere 1984-2009""","Mercoledì, Giovedì, Venerdì: ore 14-17
Sabato, Domenica e festivi (come Maglio):
- Aprile-Settembre ore 10-12/16-18
- Marzo e Ottobre-14 Dicembre ore 10-12 

Fino al 16 agosto l'apertura è prolungata sino alle 20 per la mostra ""Giuseppe Bergomi""","La Casa Museo viene aperta su prenotazione per gruppi di almeno 15 persone, per la prenotazione si fa riferimento al CUP del Sistema museale di Valle Trompia",A PAGAMENTO,,SI,SI,SI,,SI,SI,SI,SI,Lo spazio educativo verrà attrezzato entro l'anno. Non si è ritenuto opportuno realizzarlo prima dell'elaborazione dell'attività educativa.,SI,,SI,SI,,,"L'area per l'accoglienza è in condivisione con il Museo Il Maglio Averoldi ed è sita in un piccolo edificio che era una ""stalletta"" ed è stato recentemente ristrutturato.",,,,,,SI,SI,,,,,,SI,SI,,,RICONOSCIUTO
2674,SI,TOTALMENTE,1025,MUSEO ARCHEOLOGICO,ARCHEOLOGIA,MUSEO CIVICO ALA PONZONE,CREMONA,CREMONA,,26100,via Ugolani Dati 4,0372 407269; 407770,0372 407268,museo.alaponzone@comune.cremona.it,http://musei.comune.cremona.it,APERTA,,,"martedì-sabato 9,00-18,00
domenica e festivi 10,00-18,00
chiusura: tutti i lunedì, 1 gennaio, 1 maggio, 25 dicembre",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,,SI,SI,,,,SI,,,,SI,SI,SI,SI,SI,,,,SI,,Il catalogo della collezione archeologica esposta nella sede in oggetto è disponibile.,RICONOSCIUTO
2673,NO,TOTALMENTE,2562,VILLA NECCHI CAMPIGLIO,CASA-MUSEO,VILLA NECCHI CAMPIGLIO,MILANO,MILANO,,20121,Via Mozart 14,02 76340121,02 76395526,fainecchi@fondoambiente.it,www.fondoambiente.it,APERTA,,"Visita con guida o audioguida in italiano e inglese gratuita non riservata, in gruppi di massimo 15 persone, della durata di circa 50 minuti, fino ad esaurimento posti.","Da mercoledì a domenica dalle 10 alle 18.
Martedì si accettano gruppi e scolaresche su prenotazione.
Ultimo ingresso 45 minuti prima della chiusura.",,A PAGAMENTO,GIORNATE FAI DI PRIMAVERA,NO,,,,,SI,SI,SI,,SI,SI,SI,SI,SI,,,,,,,,SI,SI,SI,SI,SI,SI,,,SI,,,RICONOSCIUTO
2672,SI,TOTALMENTE,581,"MUSEO CIVICO ""LE FUDINE""",ETNOGRAFIA E ANTROPOLOGIA,MUSEO LE FUDINE,MALEGNO,BRESCIA,,25053,Via Sant'Antonio,0364/340500,0364/344463,info@comune.malegno.bs.it,www.comune.malegno.bs.it,APERTA,,"Martedì 16-18
Giovedì 14 - 18
Sabato 9-12 14-18","Martedì 16 - 18
Giovedì 14 - 18
Sabato 9-12 14-16",,GRATUITO,,SI,SI,SI,SI,SI,,,SI,,SI,,SI,,,,,,,,,,SI,SI,SI,,,,,,SI,,,RICONOSCIUTO
2678,SI,TOTALMENTE,2209,MUSEI CIVICI 'LUIGI BARNI',COMPOSITO,MUSEO DELL'IMPRENDITORIA VIGEVANESE,VIGEVANO,PAVIA,,27029,"Via Merula, 40",0381 692303,0381 312622,direzione_musei@comune.vigevano.pv.it,www.comune.vigevano.pv.it,APERTA,,,"attualmente il Museo è aperto nei mesi di marzo/ottobre il sabato pomeriggio dalle 15.00 alle 18.00, domenica e festivi dalle 10.00 alle 13.00 e dalle 15.00 alle 18.00. Da novembre a marzo è aperto solo la domenica dalle 15.00 alle 18.00",gli orari sopra indicati sono passibili di modifiche in base alle disponibilità di risorse umane e finanzaiarie,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,alcuni dei servizi sopra elencati sono garantiti dall'attiguo Archivio Storico Comunale,SI,,,,,,,,,,,,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
2677,NO,PARZIALMENTE,801,MUSEO DELLA GUERRA BIANCA IN ADAMELLO,STORIA,FORTE MONTECCHIO NORD,COLICO,LECCO,,23823,via alle Torri,335 6957132,,info@museoguerrabianca.it,www.museoguerrabianca.it,APERTA,,,"per il 2009 la visita al forte (al momento solo con servizio di visita guidata) può avvenire per i mesi da aprile a settembre tutti i sabati dalle 14 alle 18, tutte le domeniche e festivi dalle 10 alle 18, tutti i giorni di di agosto dalle 10 alle 18. 
In ogni momento su prenotazione",,A PAGAMENTO,,SI,SI,SI,SI,SI,,,SI,Nell'ambito del progetto che vede la realizzazione presso il Forte Montecchio Nord del Centro di Documentazione e archivio infotelematico della Prima Guerra Mondiale in Lombardia saranno previste le strutture e le dotazioni necessarie indicate.,SI,,SI,SI,,,"Essendo attiva la gestione solo dal 3 marzo 2009 sono ancora in fase di ""stat up"" numerose attività",,,,,,SI,,,,,,,,SI,,"essendo iniziate il 3 marzo scorso la gestione della struttura, ci si sta organizzando per offrire al meglio la visita della struttura.",RICONOSCIUTO
2676,SI,TOTALMENTE,2209,MUSEI CIVICI 'LUIGI BARNI',COMPOSITO,MUSEO INTERNAZIONALE DELLA CALZATURA,VIGEVANO,PAVIA,,27029,"Piazza Ducale, 20",0381 693952,0381 312622,direzione_musei@comune.vigevano.pv.it,www.comune.vigevano.pv.it,APERTA,,,Da martedì a domenica dalle 10.00 alle 19.00,l'orario è passibile di modifiche - l'attuale orario si adegua alle mostre in atto presso il castello sforzesco,A PAGAMENTO,,SI,SI,,SI,SI,SI,,,I servizi sopra elencati sono forniti presso l'Archivio Storico Comunale sito in Via Merula 40,SI,,,SI,,,,,,,,,SI,SI,SI,,SI,,,,SI,,,RICONOSCIUTO
